column_0,Name,Description,AOI Group,geometry,centroid,centroid_lat,centroid_lon,timezone
138,unnamed_farm_027,,Farm,"MULTIPOLYGON (((-45.66426574851373 -10.76005608872964, -45.66530792475002 -10.76185294430944, -45.66257670426873 -10.76288314150852, -45.66173817166482 -10.76113420207752, -45.66426574851373 -10.76005608872964)))",POINT (-45.66348972215333 -10.76148455855798),-10.76148455855798,-45.66348972215333,America/Bahia
139,unnamed_farm_028,,Farm,"MULTIPOLYGON (((-45.68512125227655 -10.75230565166212, -45.68599572199206 -10.75383297890495, -45.68424079304246 -10.75452177354387, -45.68337830236415 -10.75296449870804, -45.68512125227655 -10.75230565166212)))",POINT (-45.68468303108442 -10.75340872529221),-10.753408725292214,-45.68468303108442,America/Bahia
140,unnamed_farm_029,,Farm,"MULTIPOLYGON (((-45.70948298354056 -10.73397011768607, -45.70853291748675 -10.73236664961902, -45.70682768931257 -10.73302805471353, -45.70781069771868 -10.73470639176307, -45.70948298354056 -10.73397011768607)))",POINT (-45.70815789722624 -10.73352105522914),-10.73352105522914,-45.708157897226236,America/Bahia
141,unnamed_farm_030,,Farm,"MULTIPOLYGON (((-45.71948611524009 -10.6112674624447, -45.72038454302999 -10.6129804647641, -45.71807258885065 -10.61429815885595, -45.71711426587476 -10.61233359675537, -45.71948611524009 -10.6112674624447)))",POINT (-45.71874232708521 -10.6127355349682),-10.612735534968204,-45.71874232708521,America/Bahia
142,unnamed_farm_031,,Farm,"MULTIPOLYGON (((-45.6869570397272 -10.59571867216086, -45.68831067093065 -10.59592231579324, -45.68878983241859 -10.59676084839714, -45.68795129981469 -10.59734782121988, -45.6869570397272 -10.59571867216086)))",POINT (-45.68794099532225 -10.59644408207324),-10.596444082073235,-45.68794099532225,America/Bahia
143,unnamed_farm_032,,Farm,"MULTIPOLYGON (((-45.65616295654726 -10.6813835561078, -45.65547116714904 -10.68027250040763, -45.65718613752929 -10.67937128367822, -45.65781204222292 -10.68074288343747, -45.65616295654726 -10.6813835561078)))",POINT (-45.65667363639099 -10.68042286742881),-10.68042286742881,-45.65667363639099,America/Bahia
144,unnamed_farm_033,,Farm,"MULTIPOLYGON (((-45.78763133568983 -10.66500694292348, -45.78648559778027 -10.66581961748724, -45.78941655522333 -10.66820435104318, -45.79006935938111 -10.66685877512614, -45.78763133568983 -10.66500694292348)))",POINT (-45.78840293285131 -10.66650556301142),-10.66650556301142,-45.788402932851305,America/Bahia
145,unnamed_farm_034,,Farm,"MULTIPOLYGON (((-45.79654411082349 -10.73495024554194, -45.79510527716963 -10.73540321169224, -45.79613111227469 -10.7372150762934, -45.79751665579323 -10.73632246652665, -45.79654411082349 -10.73495024554194)))",POINT (-45.7963079322169 -10.73600145859836),-10.736001458598363,-45.7963079322169,America/Bahia
146,unnamed_farm_035,,Farm,"MULTIPOLYGON (((-45.60254137316061 -10.53515220566212, -45.60399352934831 -10.53905570807492, -45.601955181672 -10.53969518969886, -45.60051634801813 -10.53587162248905, -45.60254137316061 -10.53515220566212)))",POINT (-45.60225402101339 -10.53744024641651),-10.53744024641651,-45.602254021013394,America/Bahia
147,unnamed_farm_036,,Farm,"MULTIPOLYGON (((-45.47614882937886 -10.61471271239062, -45.47722129335235 -10.61577185383027, -45.47589570123606 -10.61689094667216, -45.47488318866482 -10.61587843410093, -45.47614882937886 -10.61471271239062)))",POINT (-45.47604321023645 -10.61580910172611),-10.615809101726105,-45.47604321023645,America/Bahia
148,unnamed_farm_037,,Farm,"MULTIPOLYGON (((-45.38262797251105 -10.68190824240621, -45.3842666441724 -10.68292075497745, -45.38246810210507 -10.68463936184179, -45.38105591351886 -10.68346697886457, -45.38262797251105 -10.68190824240621)))",POINT (-45.38262233595316 -10.68324093875716),-10.683240938757157,-45.38262233595316,America/Bahia
149,unnamed_farm_053,,Farm,"MULTIPOLYGON (((-45.50195790804507 -10.56067318453421, -45.50295709808248 -10.56231185619555, -45.50159819963161 -10.56319114342847, -45.49982630263194 -10.56229853366172, -45.50195790804507 -10.56067318453421)))",POINT (-45.5015383156784 -10.56205603548718),-10.562056035487178,-45.501538315678395,America/Bahia
150,unnamed_farm_038,,Farm,"MULTIPOLYGON (((-45.56023067102656 -10.3502570851902, -45.55784593747061 -10.35108308228779, -45.55864528950054 -10.35330794543775, -45.56093676531966 -10.35232207793417, -45.56023067102656 -10.3502570851902)))",POINT (-45.55939811480252 -10.35174612027667),-10.351746120276674,-45.55939811480252,America/Bahia
151,unnamed_farm_039,,Farm,"MULTIPOLYGON (((-45.68663487202541 -10.33205850397556, -45.68410359059731 -10.3327779208025, -45.68514274823621 -10.33508271915545, -45.68770067473197 -10.33437662486235, -45.68663487202541 -10.33205850397556)))",POINT (-45.68589779165436 -10.33357485006734),-10.333574850067338,-45.685897791654355,America/Bahia
152,unnamed_farm_040,,Farm,"MULTIPOLYGON (((-45.75636501410256 -10.29436905576458, -45.75825681390672 -10.29475540924571, -45.75765729988428 -10.29668717665137, -45.75567224234329 -10.29626085556874, -45.75636501410256 -10.29436905576458)))",POINT (-45.75698668418272 -10.29552665635119),-10.295526656351193,-45.75698668418272,America/Araguaina
153,unnamed_farm_042,,Farm,"MULTIPOLYGON (((-45.80082230950022 -10.30213276235523, -45.80103547004153 -10.30381140161808, -45.80187478967295 -10.30373146641508, -45.80204798261277 -10.30405120722705, -45.8017282418008 -10.30455746351267, -45.80070240669573 -10.3052768803396, -45.79733180563621 -10.30592968449738, -45.79719858029789 -10.30214608488907, -45.80082230950022 -10.30213276235523)))",POINT (-45.79920567280835 -10.30389056115991),-10.303890561159909,-45.79920567280835,America/Araguaina
154,alz_lem,,ALZ,"MULTIPOLYGON (((-45.92864486414037 -12.10327222381348, -45.92648489947351 -12.10300526188836, -45.92468897379544 -12.10801686530081, -45.92684893846231 -12.10829596185889, -45.92864486414037 -12.10327222381348)))",POINT (-45.92666704751776 -12.10564843525384),-12.105648435253842,-45.92666704751776,America/Bahia
155,bernardo_alimentos,,Processor,"MULTIPOLYGON (((-62.00615984247088 -10.84697063981404, -62.00819239349167 -10.84959172053339, -62.00652994877615 -10.85051395263834, -62.00449739775537 -10.8479232085014, -62.00615984247088 -10.84697063981404)), ((-62.00452292021918 -10.84881764513441, -62.00363111120549 -10.84952399101384, -62.00474347513654 -10.85098376720926, -62.00563528415022 -10.85033393223488, -62.00452292021918 -10.84881764513441)))",POINT (-62.00591597246468 -10.84903798272775),-10.849037982727749,-62.005915972464685,America/Porto_Velho
156,cargill_campos_de_julio,,Cargill,"MULTIPOLYGON (((-59.26752941681511 -13.71579050883907, -59.26745660901734 -13.71853900320449, -59.26511462485608 -13.71851473393857, -59.26579416430184 -13.71578444152259, -59.26752941681511 -13.71579050883907)))",POINT (-59.2664651931475 -13.71722532974868),-13.71722532974868,-59.2664651931475,America/Cuiaba
157,bunge_campos_de_julio,,Bunge,"MULTIPOLYGON (((-59.26231759195883 -13.7038196934241, -59.2639314981425 -13.7038803665889, -59.26360386305258 -13.7082124305556, -59.26192321638764 -13.70820636323912, -59.26231759195883 -13.7038196934241)))",POINT (-59.26294114889023 -13.70604337613368),-13.706043376133678,-59.262941148890235,America/Cuiaba
158,unnamed_silo_5,,Silo,"MULTIPOLYGON (((-59.26847288452793 -13.70017323621966, -59.26819985528633 -13.703249365675, -59.26455946539836 -13.70323723104204, -59.26479609074108 -13.70014896695374, -59.26847288452793 -13.70017323621966)))",POINT (-59.26650610909801 -13.70169956902025),-13.701699569020251,-59.26650610909801,America/Cuiaba
159,armazens_gerais_delazerri,,Silo,"MULTIPOLYGON (((-59.26445025370171 -13.69883842659407, -59.26428036884027 -13.70103479515981, -59.262241750503 -13.70097412199501, -59.262090067591 -13.70330397152332, -59.25993617024061 -13.70321296177612, -59.26035481507773 -13.69883235927759, -59.26445025370171 -13.69883842659407)))",POINT (-59.26189069147651 -13.70069592086673),-13.700695920866726,-59.26189069147651,America/Cuiaba
160,unnamed_silo_6,,Silo,"MULTIPOLYGON (((-59.26317763407005 -13.72343381077473, -59.26307448968988 -13.72617017050719, -59.26650252350107 -13.72623691098847, -59.26607174403099 -13.72317291616609, -59.26402705837724 -13.72345201272416, -59.26317763407005 -13.72343381077473)))",POINT (-59.26474478249136 -13.72481364648424),-13.724813646484245,-59.264744782491356,America/Cuiaba
161,amaggi_fazenda_agua_quente,,ALZ,"MULTIPOLYGON (((-58.84645006896024 -13.83572770418589, -58.8464015304284 -13.84228040598425, -58.83929063551388 -13.84242602157977, -58.83926636624796 -13.83592185831325, -58.84645006896024 -13.83572770418589)))",POINT (-58.84285643119348 -13.83908336066677),-13.839083360666766,-58.84285643119348,America/Cuiaba
162,fazenda_wilson_rotta,,Farm,"MULTIPOLYGON (((-58.73601277439197 -13.63254540990487, -58.73189913381856 -13.63282450646294, -58.7320083455152 -13.63523929842197, -58.73621906315229 -13.63493593259797, -58.73601277439197 -13.63254540990487)))",POINT (-58.73403262803201 -13.63389118740599),-13.63389118740599,-58.73403262803201,America/Cuiaba
163,amaggi_sapezal,,ALZ,"MULTIPOLYGON (((-58.80900259164594 -13.54039500720718, -58.80464625841332 -13.54045568037198, -58.8046826623122 -13.54484841750347, -58.80896618774705 -13.54473920580683, -58.80900259164594 -13.54039500720718)))",POINT (-58.80682030711946 -13.54260352320394),-13.542603523203935,-58.80682030711946,America/Cuiaba
164,amaggi_fazenda_tucunare,,ALZ,"MULTIPOLYGON (((-58.91246247226231 -13.48154203735154, -58.90809400439673 -13.48212449973361, -58.90508461542267 -13.470499521358, -58.91027823832952 -13.46977144338041, -58.91158877868919 -13.47491652775542, -58.91086070071159 -13.47511068188278, -58.91246247226231 -13.48154203735154)))",POINT (-58.90891717178231 -13.47573975583978),-13.475739755839776,-58.90891717178231,America/Cuiaba
165,fazenda_mirage,,Farm,"MULTIPOLYGON (((-58.52376590928997 -13.60382273368873, -58.52205492604262 -13.59825293716012, -58.52004057697127 -13.5987747263774, -58.52182436801638 -13.60442946533673, -58.52376590928997 -13.60382273368873)))",POINT (-58.52191545898538 -13.60131071121559),-13.60131071121559,-58.521915458985376,America/Cuiaba
166,unnamed_farm_043,,Farm,"MULTIPOLYGON (((-57.40230740039947 -12.97690512376355, -57.40281705498379 -12.97900441526561, -57.40268357402122 -12.98006012833313, -57.400632821051 -12.98035135952417, -57.3996013772494 -12.97765747100706, -57.40230740039947 -12.97690512376355)))",POINT (-57.4013772421184 -12.97866404383941),-12.978664043839407,-57.4013772421184,America/Cuiaba
167,unnamed_silo_3,,Silo,"MULTIPOLYGON (((-57.9150017102729 -13.59265887136561, -57.91440711325786 -13.59480670139952, -57.91082739653469 -13.59428491218224, -57.91148266671452 -13.59214921678129, -57.9150017102729 -13.59265887136561)))",POINT (-57.91292925754687 -13.59347808697964),-13.593478086979644,-57.91292925754687,America/Cuiaba
168,unnamed_farm_044,,Farm,"MULTIPOLYGON (((-57.90260011538788 -13.61584208763555, -57.9023816919946 -13.61758947478178, -57.89910534109541 -13.6170980221469, -57.89942690886885 -13.61546591401379, -57.90260011538788 -13.61584208763555)))",POINT (-57.90089347152706 -13.61650619494794),-13.61650619494794,-57.90089347152706,America/Cuiaba
169,fazenda_colorado,,Farm,"MULTIPOLYGON (((-57.10827310914767 -13.94858585802973, -57.10111367570131 -13.94926539747549, -57.10123502203091 -13.9502604373782, -57.10072536744659 -13.95029684127708, -57.10147771469011 -13.95553900271577, -57.10900118712527 -13.95369453850586, -57.10827310914767 -13.94858585802973)))",POINT (-57.1047544290664 -13.9518286032713),-13.951828603271302,-57.1047544290664,America/Cuiaba
170,fazenda_paiaguas,,Farm,"MULTIPOLYGON (((-57.45527507326978 -14.07774082393872, -57.45846648173824 -14.08096863630606, -57.45568765079042 -14.08371106335501, -57.45239916525828 -14.08054392415247, -57.45527507326978 -14.07774082393872)))",POINT (-57.45544822215466 -14.08073486861546),-14.08073486861546,-57.45544822215466,America/Cuiaba
171,fazenda_falavinha,,Farm,"MULTIPOLYGON (((-57.4759524878335 -14.19758245905096, -57.47227569404665 -14.19721842006216, -57.47172963556345 -14.20096802164678, -57.47432644701688 -14.2013563299015, -57.47445992797943 -14.20021567440327, -57.47563698737655 -14.19990017394631, -57.4759524878335 -14.19758245905096)))",POINT (-57.47372072476283 -14.1991560626342),-14.199156062634197,-57.47372072476283,America/Cuiaba
172,bunge_irantxe,,Bunge,"MULTIPOLYGON (((-58.0927316119207 -12.80632252092942, -58.09490371122053 -12.80731756083214, -58.09377519035526 -12.80982942985484, -58.09166376422024 -12.80888292848397, -58.0927316119207 -12.80632252092942)))",POINT (-58.09327024968475 -12.80808081050515),-12.808080810505151,-58.09327024968475,America/Cuiaba
173,amaggi_irantxe,,ALZ,"MULTIPOLYGON (((-58.09552257750151 -12.80082553219857, -58.09672390616455 -12.80309470856208, -58.09597155892103 -12.80472074937871, -58.09466101856136 -12.80474501864463, -58.09316845870729 -12.80207539939345, -58.09552257750151 -12.80082553219857)))",POINT (-58.09508386417586 -12.80288688533034),-12.802886885330336,-58.095083864175855,America/Cuiaba
174,unnamed_farm_045,,Farm,"MULTIPOLYGON (((-57.47939872359424 -14.01471354034489, -57.48041803276288 -14.01727394789943, -57.47637719998723 -14.01880291165238, -57.47498171719683 -14.01593913827384, -57.47939872359424 -14.01471354034489)))",POINT (-57.47774057679084 -14.01668687075657),-14.016686870756565,-57.47774057679084,America/Cuiaba
175,unnamed_silo_4,,Silo,"MULTIPOLYGON (((-57.47589181466883 -14.05497625250593, -57.4752062079066 -14.05584387876256, -57.47686258530563 -14.05740924641439, -57.47757852865027 -14.05656588942368, -57.47589181466883 -14.05497625250593)))",POINT (-57.47638617404475 -14.05619798676056),-14.056197986760564,-57.47638617404475,America/Cuiaba
176,unnamed_farm_046,,Farm,"MULTIPOLYGON (((-48.12692283393283 -8.196046320691293, -48.12487116372269 -8.197185397333937, -48.12619675583898 -8.199237067544079, -48.12813518451155 -8.197951443029282, -48.12692283393283 -8.196046320691293)))",POINT (-48.12651772834793 -8.197611826229339),-8.19761182622934,-48.126517728347935,America/Araguaina
177,coapa_agroindustrial,,Silo,"MULTIPOLYGON (((-48.17981329324621 -9.013250545951569, -48.17957644953653 -9.014875199250081, -48.17911616101333 -9.015254034799986, -48.17871820322766 -9.015121442402723, -48.17824353068813 -9.016063794455283, -48.17915451839026 -9.016167973928221, -48.17937986797975 -9.01572284322714, -48.18006071142029 -9.015386627134903, -48.18121622740038 -9.015561838400602, -48.18135870717072 -9.013370448756058, -48.17981329324621 -9.013250545951569)))",POINT (-48.18014849131924 -9.014670778992686),-9.014670778992686,-48.18014849131924,America/Araguaina
178,fazenda_santa_matilde,,Farm,"MULTIPOLYGON (((-47.13201266051959 -16.0112478352352, -47.13112005075283 -16.01230697667485, -47.13054052053113 -16.01218707387036, -47.13014750578309 -16.01245352454701, -47.12997431284327 -16.01265336255449, -47.12944807275691 -16.01246018581392, -47.12808917430603 -16.01254678228383, -47.127536289152 -16.01248016961467, -47.12679688852432 -16.01188065559223, -47.12559786047943 -16.0107482402165, -47.12617739070113 -16.01008877479181, -47.13072037473787 -16.01030859660004, -47.13201266051959 -16.0112478352352)))",POINT (-47.12880413409528 -16.01127305604627),-16.01127305604627,-47.12880413409528,America/Sao_Paulo
179,unnamed_farm_047,,Farm,"MULTIPOLYGON (((-46.78075739476959 -15.85526760912909, -46.78299558045338 -15.85684632938819, -46.78405472189304 -15.8555207372719, -46.78647671534182 -15.8571917022389, -46.787213569704 -15.85622571753361, -46.7849939605282 -15.85346240579484, -46.78220955095729 -15.85296281077614, -46.78119037711914 -15.85370887267073, -46.78075739476959 -15.85526760912909)))",POINT (-46.78375561140868 -15.85494612984877),-15.854946129848773,-46.78375561140868,America/Sao_Paulo
180,agropecuaria_vertente,,Farm,"MULTIPOLYGON (((-46.9628697709873 -15.70179201938343, -46.96419536310358 -15.70347731991319, -46.96450844264864 -15.70588869853679, -46.9661651998736 -15.70444804516793, -46.96799345909218 -15.70350118137827, -46.96687436625028 -15.70109646402158, -46.96508160397526 -15.70156783392052, -46.9628697709873 -15.70179201938343)))",POINT (-46.96555876083561 -15.70306215165923),-15.70306215165923,-46.96555876083561,America/Sao_Paulo
181,capul_animal_feed,,Processor,"MULTIPOLYGON (((-46.90272186136883 -16.31945799417363, -46.90225224205125 -16.32060040144973, -46.9000365275082 -16.31940400317238, -46.90103397804614 -16.31777800642686, -46.90272186136883 -16.31945799417363)))",POINT (-46.90143130201021 -16.31926731234801),-16.31926731234801,-46.90143130201021,America/Sao_Paulo
182,coagril_unai,Cooperativa Agricola de Unai Ltda,Silo,"MULTIPOLYGON (((-46.95291450758124 -16.31869194847827, -46.95056308035988 -16.32001087932764, -46.94911092417218 -16.31817903092573, -46.94918419810826 -16.31705327681692, -46.94956389032247 -16.31685343880944, -46.95034325855165 -16.3174596140988, -46.95083619230343 -16.31721980848982, -46.95138241619055 -16.31749292043338, -46.95291450758124 -16.31869194847827)))",POINT (-46.95073450505078 -16.318401241893),-16.318401241892996,-46.95073450505078,America/Sao_Paulo
183,coagris_cristalina,Cooperativa Agricola Serra dos Cristais,Silo,"MULTIPOLYGON (((-47.63045194941283 -16.78075738937659, -47.63382255047235 -16.78381491089106, -47.63662028257708 -16.7808439858465, -47.63313643998 -16.77778646433203, -47.63173091266071 -16.77919199165132, -47.63244366822073 -16.77991140847825, -47.63185081546521 -16.78057087390294, -47.63138452678108 -16.78025779435789, -47.63085828669472 -16.78038435842929, -47.63045194941283 -16.78075738937659)))",POINT (-47.63361089020717 -16.78083552743607),-16.780835527436075,-47.633610890207166,America/Sao_Paulo
184,ideal_agronegocios,,Silo,"MULTIPOLYGON (((-47.62662505156957 -16.77602122859928, -47.6248509683402 -16.77566169463078, -47.6247789062533 -16.7758126217504, -47.62636877604528 -16.77713215089171, -47.62662505156957 -16.77602122859928)))",POINT (-47.62586228755776 -16.77626197623961),-16.776261976239606,-47.62586228755776,America/Sao_Paulo
185,goias_alimentos,,Processor,"MULTIPOLYGON (((-49.51920755458868 -16.32645232443541, -49.51863751053498 -16.32735033673965, -49.51872308426315 -16.32739788148624, -49.51829971950268 -16.3282104613971, -49.51808803712246 -16.32813266140453, -49.51787185086179 -16.32859513915455, -49.51528406837512 -16.32765801374721, -49.51547724511569 -16.32643900190158, -49.51636319361553 -16.32530658652585, -49.51920755458868 -16.32645232443541)))",POINT (-49.5171188904012 -16.32696018822474),-16.32696018822474,-49.5171188904012,America/Sao_Paulo
186,fazenda_serra_branca,,Farm,"MULTIPOLYGON (((-44.72424610889648 -8.012939750386161, -44.71702529555949 -8.011953882882587, -44.71595949285292 -8.019680952505198, -44.72307372591926 -8.020720110144101, -44.72424610889648 -8.012939750386161)))",POINT (-44.72008257647607 -8.016315666281868),-8.016315666281868,-44.720082576476074,America/Fortaleza
187,unnamed_farm_041,,Farm,"MULTIPOLYGON (((-44.56670048506512 -7.978787434907604, -44.56611429357651 -7.979680044674353, -44.56700690334326 -7.980172978426141, -44.56752648216271 -7.979093853185741, -44.56670048506512 -7.978787434907604)))",POINT (-44.56683872018976 -7.979450727959575),-7.979450727959575,-44.56683872018976,America/Fortaleza
188,unnamed_farm_048,,Farm,"MULTIPOLYGON (((-44.86481882462574 -8.050582569728727, -44.86441914861078 -8.048610834721579, -44.86304692762607 -8.048863962864388, -44.8634732487087 -8.050862342939201, -44.86481882462574 -8.050582569728727)))",POINT (-44.86393727710455 -8.049727802033409),-8.04972780203341,-44.86393727710455,America/Fortaleza
189,fazenda_montani,,Farm,"MULTIPOLYGON (((-44.90603874430225 -8.018741713870039, -44.90691967538199 -8.021980098023226, -44.90375795131975 -8.022640147424582, -44.90304633821173 -8.019482598104414, -44.90603874430225 -8.018741713870039)))",POINT (-44.90495278064076 -8.020721305181343),-8.020721305181343,-44.90495278064076,America/Fortaleza
190,unnamed_farm_049,,Farm,"MULTIPOLYGON (((-44.99208899032369 -8.239256293858766, -44.98733284574564 -8.239242971324934, -44.9873594908133 -8.246064108646964, -44.9920490227222 -8.246077431180796, -44.99208899032369 -8.239256293858766)))",POINT (-44.98970760607249 -8.242652183983811),-8.242652183983811,-44.989707606072486,America/Fortaleza
191,unnamed_farm_050,,Farm,"MULTIPOLYGON (((-45.09569833593585 -8.331061874495685, -45.09729703999569 -8.333366672848637, -45.09150173777874 -8.337350110464431, -45.08992967878655 -8.335085279712976, -45.09569833593585 -8.331061874495685)))",POINT (-45.09361500261507 -8.334210198568318),-8.334210198568318,-45.093615002615074,America/Fortaleza
192,fazenda_ipe_insolo,,Farm,"MULTIPOLYGON (((-45.31874419735266 -8.428329694003768, -45.31360169929347 -8.428716047484899, -45.31400682472617 -8.433992028833588, -45.31668571146682 -8.433827303254835, -45.31681182011887 -8.43502128833099, -45.31815397648715 -8.434887633468538, -45.31803687559597 -8.433756020447017, -45.31922925798835 -8.433658965487785, -45.31874419735266 -8.428329694003768)))",POINT (-45.31645694357688 -8.431355974008175),-8.431355974008175,-45.31645694357688,America/Fortaleza
193,fazenda_condominio,,Farm,"MULTIPOLYGON (((-45.45375142457358 -8.40080533910667, -45.45060730658921 -8.401098434850976, -45.45099366007034 -8.405708031556879, -45.45405784285172 -8.405494871015566, -45.45375142457358 -8.40080533910667)))",POINT (-45.45235582454581 -8.403265681881187),-8.403265681881187,-45.45235582454581,America/Fortaleza
194,unnamed_farm_051,,Farm,"MULTIPOLYGON (((-45.03144042463024 -8.714910719265815, -45.02794992076623 -8.713618433484102, -45.02661766738302 -8.71730877535559, -45.03008152617937 -8.718561093535806, -45.03144042463024 -8.714910719265815)))",POINT (-45.02902145549553 -8.716095782754604),-8.716095782754604,-45.02902145549553,America/Fortaleza
195,unnamed_farm_052,,Farm,"MULTIPOLYGON (((-44.32235522268424 -8.377584162637332, -44.32442021542822 -8.379289446967839, -44.32318121978183 -8.380674990486376, -44.32226196494742 -8.380515120080391, -44.3206765834214 -8.378983028689701, -44.32235522268424 -8.377584162637332)))",POINT (-44.32256576818719 -8.37921192420267),-8.37921192420267,-44.32256576818719,America/Fortaleza
196,unnamed_farm_054,,Farm,"MULTIPOLYGON (((-45.27241175531809 -8.183701327778946, -45.26978721615317 -8.184207584064565, -45.27013360203281 -8.187245121778281, -45.27269152852857 -8.187271766845946, -45.27241175531809 -8.183701327778946)))",POINT (-45.27128898286969 -8.185590956580581),-8.185590956580581,-45.27128898286969,America/Fortaleza
197,unnamed_farm_055,,Farm,"MULTIPOLYGON (((-45.21295994809237 -8.14698442453771, -45.20829706125114 -8.147011069605375, -45.20839031898796 -8.150461605867886, -45.21290665795704 -8.150461605867886, -45.21295994809237 -8.14698442453771)))",POINT (-45.21064133838371 -8.148720441705295),-8.148720441705295,-45.21064133838371,America/Fortaleza
198,unnamed_farm_056,,Farm,"MULTIPOLYGON (((-45.42665339075907 -8.156403455956994, -45.42733283998451 -8.158748221911441, -45.42392227132349 -8.158974704986587, -45.42341601503787 -8.156936357310277, -45.42665339075907 -8.156403455956994)))",POINT (-45.42537242503254 -8.157765929355476),-8.157765929355476,-45.42537242503254,America/Fortaleza
199,unnamed_farm_057,,Farm,"MULTIPOLYGON (((-45.21786264054259 -8.242893345594917, -45.21883518551233 -8.239775872678207, -45.22108669372996 -8.24132128660273, -45.2199409558204 -8.244718532729912, -45.21786264054259 -8.242893345594917)))",POINT (-45.21945236827725 -8.242183297016362),-8.242183297016362,-45.219452368277246,America/Fortaleza
200,unnamed_farm_058,,Farm,"MULTIPOLYGON (((-45.20468665458267 -8.071672140784912, -45.20103628031269 -8.071752075987906, -45.20104960284652 -8.0753624826564, -45.20483320245483 -8.075349160122569, -45.20468665458267 -8.071672140784912)))",POINT (-45.20290747428366 -8.073544653002095),-8.073544653002095,-45.20290747428366,America/Fortaleza
201,fazenda_verde_vale,,Farm,"MULTIPOLYGON (((-45.23224764644782 -7.722235400903072, -45.23310028861307 -7.72599235544372, -45.22785121028323 -7.727271318691601, -45.22726501879462 -7.722768302256355, -45.23224764644782 -7.722235400903072)))",POINT (-45.23005056398147 -7.724605107415592),-7.724605107415592,-45.23005056398147,America/Fortaleza
202,unnamed_farm_059,,Farm,"MULTIPOLYGON (((-45.67323017755687 -9.085190563327954, -45.66883374139228 -9.086336301237514, -45.67309695221855 -9.09198505558232, -45.6754017505715 -9.091238993687723, -45.67323017755687 -9.085190563327954)))",POINT (-45.67247266827165 -9.08839891941517),-9.08839891941517,-45.672472668271645,America/Fortaleza
203,slc_parnagua,SLC Agricola,SLC Agricola,"MULTIPOLYGON (((-45.61884759445429 -9.096381491746911, -45.62057952385246 -9.099898640678584, -45.61599657221422 -9.102110181294709, -45.61422467521455 -9.098579709829206, -45.61884759445429 -9.096381491746911)))",POINT (-45.61740838284116 -9.099242155127033),-9.099242155127033,-45.61740838284116,America/Fortaleza
204,unnamed_farm_060,,Farm,"MULTIPOLYGON (((-45.3410527802545 -9.049126464244498, -45.34154571400629 -9.052856773717483, -45.33729582571385 -9.053216482130949, -45.33689614969889 -9.049512817725629, -45.3410527802545 -9.049126464244498)))",POINT (-45.33920166203134 -9.051184412137909),-9.051184412137909,-45.339201662031336,America/Fortaleza
205,novaagri_lem,,Silo,"MULTIPOLYGON (((-45.92417868292053 -12.1086449516284, -45.92184480394809 -12.10833103186056, -45.92121502708251 -12.11283453781681, -45.92358286461141 -12.1131393970701, -45.92417868292053 -12.1086449516284)))",POINT (-45.92270406753642 -12.11074253040846),-12.11074253040846,-45.92270406753642,America/Bahia